Geneid,comparison,genename,bnum
"IGR:(CDS,b0452,tesB,acyl-CoA_thioesterase_2,cds444,-,860/CDS,b0453,ybaY,outer_membrane_lipoprotein,cds445,+,572):+:176:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0453:ybaY:outer_membrane_lipoprotein:cds445:+:572:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybaY,b0453
AS_CDS:b0454:ybaZ:excision_repair_protein%2C_alkyltransferase-like_protein_ATL:cds446:-:389:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybaZ,b0454
AS_CDS:b0465:mscK:mechanosensitive_channel_protein%2C_intermediate_conductance%2C_K+_regulated:cds456:+:3362:NC_000913.3,WT0_WT90.WT90_dRpoS90,mscK,b0465
"AS_IGR:(CDS,b0465,mscK,mechanosensitive_channel_protein%2C_intermediate_conductance%2C_K+_regulated,cds456,+,3362/CDS,b0466,ybaM,DUF2496_family_protein,cds457,-,161):+:150:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0475:hemH:ferrochelatase:cds466:+:962:NC_000913.3,WT0_WT90.WT90_dRpoS90,hemH,b0475
AS_CDS:b0476:aes:acetyl_esterase:cds467:-:959:NC_000913.3,WT0_WT90.WT90_dRpoS90,aes,b0476
"IGR:(CDS,b0484,copA,copper_transporter,cds475,-,2504/CDS,b0485,glsA,glutaminase_1,cds476,+,932):+:220:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0485:glsA:glutaminase_1:cds476:+:932:NC_000913.3,WT0_WT90.WT90_dRpoS90,glsA,b0485
CDS:b0486:ybaT:putative_amino_acid_transporter:cds477:+:1292:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybaT,b0486
CDS:b0506:allR:glyoxylate-inducible_transcriptional_repressor_of_all_and_gcl_operons:cds497:+:815:NC_000913.3,WT0_WT90.WT90_dRpoS90,allR,b0506
"IGR:(CDS,b0506,allR,glyoxylate-inducible_transcriptional_repressor_of_all_and_gcl_operons,cds497,+,815/CDS,b0507,gcl,glyoxylate_carboligase,cds498,+,1781):+:38:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b0542:renD:-:cds530:+:212:NC_000913.3,WT0_WT90.WT90_dRpoS90,renD,b0542
CDS:b0581:ybdK:weak_gamma-glutamyl:cysteine_ligase:cds576:-:1118:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybdK,b0581
gene:b4581:ybeM:-:gene640:+:787:NC_000913.3,WT0_WT90.WT90_dRpoS90,NA,NA
CDS:-:ybeM:-:cds622:+:593:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybeM,NA
CDS:b0643:ybeL:DUF1451_family_protein:cds639:+:482:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybeL,b0643
"IGR:(CDS,b0643,ybeL,DUF1451_family_protein,cds639,+,482/CDS,b0644,ybeQ,Sel1_family_TPR-like_repeat_protein,cds640,-,977):+:8:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b0644:ybeQ:Sel1_family_TPR-like_repeat_protein:cds640:-:977:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybeQ,b0644
CDS:b0707:ybgA:DUF1722_family_protein:cds695:+:509:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybgA,b0707
CDS:b0708:phr:deoxyribodipyrimidine_photolyase%2C_FAD-binding:cds696:+:1418:NC_000913.3,WT0_WT90.WT90_dRpoS90,phr,b0708
"IGR:(CDS,b0708,phr,deoxyribodipyrimidine_photolyase%2C_FAD-binding,cds696,+,1418/CDS,b0709,dtpD,dipeptide_and_tripeptide_permease_D,cds697,-,1481):+:88:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0751:pnuC:nicotinamide_riboside_transporter:cds732:+:719:NC_000913.3,WT0_WT90.WT90_dRpoS90,pnuC,b0751
AS_CDS:b0752:zitB:zinc_efflux_system:cds733:-:941:NC_000913.3,WT0_WT90.WT90_dRpoS90,zitB,b0752
"AS_IGR:(CDS,b0752,zitB,zinc_efflux_system,cds733,-,941/CDS,b0753,ybgS,putative_periplasmic_protein,cds734,-,380):+:62:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0753:ybgS:putative_periplasmic_protein:cds734:-:380:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybgS,b0753
"AS_IGR:(CDS,b0753,ybgS,putative_periplasmic_protein,cds734,-,380/CDS,b0754,aroG,3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase%2C_phenylalanine_repressible,cds735,+,1052):+:274:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0767:pgl:6-phosphogluconolactonase:cds748:+:995:NC_000913.3,WT0_WT90.WT90_dRpoS90,pgl,b0767
AS_CDS:b0768:ybhD:putative_DNA-binding_transcriptional_regulator:cds749:-:953:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybhD,b0768
CDS:b0773:ybhB:kinase_inhibitor_homolog%2C_UPF0098_family:cds754:-:476:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybhB,b0773
AS_CDS:b0787:ybhM:BAX_Inhibitor-1_family_inner_membrane_protein:cds768:+:713:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybhM,b0787
CDS:b0788:ybhN:UPF0104_family_inner_membrane_protein:cds769:-:956:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybhN,b0788
CDS:b0789:clsB:cardiolipin_synthase_2:cds770:-:1241:NC_000913.3,WT0_WT90.WT90_dRpoS90,clsB,b0789
CDS:b0790:ybhP:endo/exonuclease/phosphatase_family_protein:cds771:-:761:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybhP,b0790
"AS_IGR:(CDS,b0790,ybhP,endo/exonuclease/phosphatase_family_protein,cds771,-,761/CDS,b0791,ybhQ,inner_membrane_protein,cds772,+,410):+:91:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0793:ybhS:putative_ABC_transporter_permease:cds774:-:1133:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybhS,b0793
CDS:b0794:ybhF:putative_ABC_transporter_ATPase:cds775:-:1736:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybhF,b0794
AS_CDS:b0803:ybiI:DksA-type_zinc_finger_protein:cds784:-:266:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybiI,b0803
CDS:b0806:mcbA:colanic_acid_mucoidy_stimulation_protein:cds787:-:260:NC_000913.3,WT0_WT90.WT90_dRpoS90,mcbA,b0806
CDS:b0808:ybiO:mechanosensitive_channel_protein%2C_intermediate_conductance:cds789:-:2225:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybiO,b0808
"IGR:(CDS,b0811,glnH,glutamine_transporter_subunit,cds792,-,746/CDS,b0812,dps,Fe-binding_and_storage_protein%3B_stress-inducible_DNA-binding_protein,cds793,-,503):+:352:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0812:dps:Fe-binding_and_storage_protein%3B_stress-inducible_DNA-binding_protein:cds793:-:503:NC_000913.3,WT0_WT90.WT90_dRpoS90,dps,b0812
AS_CDS:b0812:dps:Fe-binding_and_storage_protein%3B_stress-inducible_DNA-binding_protein:cds793:-:503:NC_000913.3,WT0_WT90.WT90_dRpoS90,dps,b0812
"AS_IGR:(CDS,b0812,dps,Fe-binding_and_storage_protein%3B_stress-inducible_DNA-binding_protein,cds793,-,503/CDS,b0813,rhtA,threonine_and_homoserine_efflux_system,cds794,-,887):+:247:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0837:yliI:soluble_aldose_sugar_dehydrogenase:cds818:+:1115:NC_000913.3,WT0_WT90.WT90_dRpoS90,yliI,b0837
AS_CDS:b0838:gstB:glutathione_S-transferase:cds819:-:626:NC_000913.3,WT0_WT90.WT90_dRpoS90,gstB,b0838
"IGR:(CDS,b0838,gstB,glutathione_S-transferase,cds819,-,626/CDS,b0839,dacC,D-alanyl-D-alanine_carboxypeptidase%3B_penicillin-binding_protein_6a,cds820,+,1202):+:205:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0839:dacC:D-alanyl-D-alanine_carboxypeptidase%3B_penicillin-binding_protein_6a:cds820:+:1202:NC_000913.3,WT0_WT90.WT90_dRpoS90,dacC,b0839
AS_CDS:b0840:deoR:deoxyribose-5-phosphate-inducible_deoxyribose_operon_transcriptional_repressor%3B_repressor_of_nupG_and_tsx:cds821:-:758:NC_000913.3,WT0_WT90.WT90_dRpoS90,deoR,b0840
CDS:b0854:potF:putrescine_ABC_transporter_periplasmic_binding_protein:cds835:+:1112:NC_000913.3,WT0_WT90.WT90_dRpoS90,potF,b0854
CDS:b0855:potG:putrescine_ABC_transporter_ATPase:cds836:+:1133:NC_000913.3,WT0_WT90.WT90_dRpoS90,potG,b0855
CDS:b0861:artM:arginine_ABC_transporter_permease:cds842:-:668:NC_000913.3,WT0_WT90.WT90_dRpoS90,artM,b0861
CDS:b0862:artQ:arginine_ABC_transporter_permease:cds843:-:716:NC_000913.3,WT0_WT90.WT90_dRpoS90,artQ,b0862
CDS:b0863:artI:arginine_transporter_subunit:cds844:-:731:NC_000913.3,WT0_WT90.WT90_dRpoS90,artI,b0863
CDS:b0864:artP:arginine_ABC_transporter_ATPase:cds845:-:728:NC_000913.3,WT0_WT90.WT90_dRpoS90,artP,b0864
"AS_IGR:(CDS,b0864,artP,arginine_ABC_transporter_ATPase,cds845,-,728/CDS,b0865,ybjP,lipoprotein,cds846,-,515):+:166:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0865:ybjP:lipoprotein:cds846:-:515:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybjP,b0865
"AS_IGR:(CDS,b0865,ybjP,lipoprotein,cds846,-,515/CDS,b0866,ybjQ,UPF0145_family_protein,cds847,+,323):+:84:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0867:amiD:1%2C6-anhydro-N-acetylmuramyl-L-alanine_amidase%2C_Zn-dependent%3B_OM_lipoprotein:cds848:+:830:NC_000913.3,WT0_WT90.WT90_dRpoS90,amiD,b0867
AS_CDS:b0868:ybjS:putative_NADPH-dependent_oxidoreductase:cds849:-:1013:NC_000913.3,WT0_WT90.WT90_dRpoS90,ybjS,b0868
CDS:b0870:ltaE:L-allo-threonine_aldolase%2C_PLP-dependent:cds851:-:1001:NC_000913.3,WT0_WT90.WT90_dRpoS90,ltaE,b0870
CDS:b0871:poxB:pyruvate_dehydrogenase%2C_thiamine_triphosphate-binding%2C_FAD-binding:cds852:-:1718:NC_000913.3,WT0_WT90.WT90_dRpoS90,poxB,b0871
"AS_IGR:(CDS,b0871,poxB,pyruvate_dehydrogenase%2C_thiamine_triphosphate-binding%2C_FAD-binding,cds852,-,1718/CDS,b0872,hcr,HCP_oxidoreductase%2C_NADH-dependent,cds853,-,968):+:81:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"IGR:(CDS,b0874,ybjE,putative_transporter,cds855,-,899/CDS,b0875,aqpZ,aquaporin_Z,cds856,-,695):+:443:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b0896:dmsC:dimethyl_sulfoxide_reductase%2C_anaerobic%2C_subunit_C:cds876:+:863:NC_000913.3,WT0_WT90.WT90_dRpoS90,dmsC,b0896
CDS:b0897:ycaC:putative_isochorismatase_family_hydrolase:cds877:-:626:NC_000913.3,WT0_WT90.WT90_dRpoS90,ycaC,b0897
"AS_IGR:(CDS,b0897,ycaC,putative_isochorismatase_family_hydrolase,cds877,-,626/CDS,b0898,ycaD,putative_MFS_transporter%2C_inner_membrane_protein,cds878,+,1148):+:272:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0906:ycaP:UPF0702_family_putative_inner_membrane_protein:cds886:+:692:NC_000913.3,WT0_WT90.WT90_dRpoS90,ycaP,b0906
"IGR:(CDS,b0906,ycaP,UPF0702_family_putative_inner_membrane_protein,cds886,+,692/CDS,b0907,serC,3-phosphoserine/phosphohydroxythreonine_aminotransferase,cds887,+,1088):+:147:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"IGR:(CDS,b0924,mukB,chromosome_condensin_MukBEF%2C_ATPase_and_DNA-binding_subunit,cds904,+,4460/CDS,b0925,ldtD,murein_L%2CD-transpeptidase,cds905,+,1847):+:209:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0925:ldtD:murein_L%2CD-transpeptidase:cds905:+:1847:NC_000913.3,WT0_WT90.WT90_dRpoS90,ldtD,b0925
CDS:b0964:yccT:UPF0319_family_protein:cds944:-:662:NC_000913.3,WT0_WT90.WT90_dRpoS90,yccT,b0964
"AS_IGR:(CDS,b0964,yccT,UPF0319_family_protein,cds944,-,662/CDS,b0965,yccU,putative_CoA-binding_protein,cds945,+,413):+:131:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0965:yccU:putative_CoA-binding_protein:cds945:+:413:NC_000913.3,WT0_WT90.WT90_dRpoS90,yccU,b0965
AS_CDS:b0966:hspQ:heat_shock_protein_involved_in_degradation_of_mutant_DnaA%3B_hemimethylated_oriC_DNA-binding_protein:cds946:-:317:NC_000913.3,WT0_WT90.WT90_dRpoS90,hspQ,b0966
AS_CDS:b0969:tusE:mnm5-s2U34-tRNA_2-thiolation_sulfurtransferase:cds949:-:329:NC_000913.3,WT0_WT90.WT90_dRpoS90,tusE,b0969
"AS_IGR:(CDS,b0998,torD,TorA-maturation_chaperone,cds980,+,599/CDS,b0999,cbpM,modulator_of_CbpA_co-chaperone,cds981,-,305):+:90:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b0999:cbpM:modulator_of_CbpA_co-chaperone:cds981:-:305:NC_000913.3,WT0_WT90.WT90_dRpoS90,cbpM,b0999
CDS:b1000:cbpA:DnaK_co-chaperone%3B_curved_DNA-binding_protein:cds982:-:920:NC_000913.3,WT0_WT90.WT90_dRpoS90,cbpA,b1000
AS_CDS:b1002:agp:glucose-1-phosphatase/inositol_phosphatase:cds984:+:1241:NC_000913.3,WT0_WT90.WT90_dRpoS90,agp,b1002
CDS:b1003:yccJ:uncharacterized_protein:cds985:-:227:NC_000913.3,WT0_WT90.WT90_dRpoS90,yccJ,b1003
CDS:b1004:wrbA:NADPH:quinone_oxidoreductase:cds986:-:596:NC_000913.3,WT0_WT90.WT90_dRpoS90,wrbA,b1004
AS_CDS:b1004:wrbA:NADPH:quinone_oxidoreductase:cds986:-:596:NC_000913.3,WT0_WT90.WT90_dRpoS90,wrbA,b1004
"AS_IGR:(CDS,b1004,wrbA,NADPH,quinone_oxidoreductase,cds986,-,596/CDS,b4518,ymdF,KGG_family_protein,cds987,+,173):+:331:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b4518:ymdF:KGG_family_protein:cds987:+:173:NC_000913.3,WT0_WT90.WT90_dRpoS90,ymdF,b4518
"IGR:(CDS,b4518,ymdF,KGG_family_protein,cds987,+,173/CDS,b1006,rutG,pyrimidine_permease,cds988,-,1328):+:195:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b1006:rutG:pyrimidine_permease:cds988:-:1328:NC_000913.3,WT0_WT90.WT90_dRpoS90,rutG,b1006
CDS:b1045:ymdB:O-acetyl-ADP-ribose_deacetylase%3B_RNase_III_inhibitor_during_cold_shock%3B_putative_cardiolipin_synthase_C_regulatory_subunit:cds1023:+:533:NC_000913.3,WT0_WT90.WT90_dRpoS90,ymdB,b1045
CDS:b1046:clsC:stationary_phase_cardiolipin_synthase_3:cds1024:+:1421:NC_000913.3,WT0_WT90.WT90_dRpoS90,clsC,b1046
"AS_IGR:(CDS,b1049,opgH,OPG_biosynthetic_ACP-dependent_transmembrane_UDP-glucose_beta-1%2C2_glycosyltransferase%3B_nutrient-dependent_cell_size_regulator%2C_FtsZ_assembly_antagonist,cds1027,+,2543/CDS,b1050,yceK,outer_membrane_integrity_lipoprotein,cds1028,+,227):+:121:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b1050:yceK:outer_membrane_integrity_lipoprotein:cds1028:+:227:NC_000913.3,WT0_WT90.WT90_dRpoS90,yceK,b1050
CDS:b1051:msyB:multicopy_suppressor_of_secY_and_secA:cds1029:-:374:NC_000913.3,WT0_WT90.WT90_dRpoS90,msyB,b1051
"AS_IGR:(CDS,b1051,msyB,multicopy_suppressor_of_secY_and_secA,cds1029,-,374/CDS,b1053,mdtG,putative_drug_efflux_system_protein,cds1030,-,1226):+:31:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1087:yceF:m7GTP_pyrophosphatase:cds1064:-:584:NC_000913.3,WT0_WT90.WT90_dRpoS90,yceF,b1087
AS_CDS:b1090:plsX:putative_phosphate_acyltransferase:cds1067:+:1070:NC_000913.3,WT0_WT90.WT90_dRpoS90,plsX,b1090
"IGR:(CDS,b1100,ycfH,putative_DNase,cds1077,+,797/CDS,b1101,ptsG,fused_glucose-specific_PTS_enzymes,_IIB_component/IIC_component,cds1078,+,1433):+:243:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1103:hinT:purine_nucleoside_phosphoramidase%2C_dadA_activator_protein:cds1080:+:359:NC_000913.3,WT0_WT90.WT90_dRpoS90,hinT,b1103
CDS:b1104:ycfL:uncharacterized_protein:cds1081:+:377:NC_000913.3,WT0_WT90.WT90_dRpoS90,ycfL,b1104
CDS:b1105:lpoB:OM_lipoprotein_stimulator_of_MrcB_transpeptidase:cds1082:+:641:NC_000913.3,WT0_WT90.WT90_dRpoS90,lpoB,b1105
CDS:b1107:nagZ:beta_N-acetyl-glucosaminidase:cds1084:+:1025:NC_000913.3,WT0_WT90.WT90_dRpoS90,nagZ,b1107
CDS:b1113:ldtC:L%2CD-transpeptidase_linking_Lpp_to_murein:cds1090:-:962:NC_000913.3,WT0_WT90.WT90_dRpoS90,ldtC,b1113
AS_CDS:b1146:croE:e14_prophage%3B_putative_DNA-binding_transcriptional_regulator:cds1122:+:200:NC_000913.3,WT0_WT90.WT90_dRpoS90,croE,b1146
AS_CDS:b1163:bluF:anti-repressor_for_YcgE%2C_blue_light-responsive%3B_FAD-binding%3B_inactive_c-di-GMP_phosphodiesterase-like_EAL_domain_protein:cds1141:-:1211:NC_000913.3,WT0_WT90.WT90_dRpoS90,bluF,b1163
CDS:b1166:ariR:RcsB_connector_protein_for_regulation_of_biofilm_and_acid-resistance:cds1144:+:266:NC_000913.3,WT0_WT90.WT90_dRpoS90,ariR,b1166
"IGR:(CDS,b1166,ariR,RcsB_connector_protein_for_regulation_of_biofilm_and_acid-resistance,cds1144,+,266/CDS,b1167,ymgC,Blue_light%2C_low_temperature_and_stress_induced_protein,cds1145,+,248):+:61:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1167:ymgC:Blue_light%2C_low_temperature_and_stress_induced_protein:cds1145:+:248:NC_000913.3,WT0_WT90.WT90_dRpoS90,ymgC,b1167
CDS:b1168:ycgG:putative_membrane-anchored_cyclic-di-GMP_phosphodiesterase:cds1146:+:1523:NC_000913.3,WT0_WT90.WT90_dRpoS90,ycgG,b1168
CDS:b1182:hlyE:hemolysin_E:cds1162:-:911:NC_000913.3,WT0_WT90.WT90_dRpoS90,hlyE,b1182
AS_CDS:b1187:fadR:fatty_acid_metabolism_regulon_transcriptional_regulator:cds1167:+:719:NC_000913.3,WT0_WT90.WT90_dRpoS90,fadR,b1187
CDS:b1188:ycgB:SpoVR_family_stationary_phase_protein:cds1168:-:1532:NC_000913.3,WT0_WT90.WT90_dRpoS90,ycgB,b1188
"AS_IGR:(CDS,b1188,ycgB,SpoVR_family_stationary_phase_protein,cds1168,-,1532/CDS,b1189,dadA,D-amino_acid_dehydrogenase,cds1169,+,1298):+:288:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
"IGR:(CDS,b1194,ycgR,flagellar_velocity_braking_protein%2C_c-di-GMP-regulated,cds1174,-,734/CDS,b1195,ymgE,UPF0410_family_putative_inner_membrane_protein,cds1175,+,254):+:159:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1195:ymgE:UPF0410_family_putative_inner_membrane_protein:cds1175:+:254:NC_000913.3,WT0_WT90.WT90_dRpoS90,ymgE,b1195
"IGR:(CDS,b1195,ymgE,UPF0410_family_putative_inner_membrane_protein,cds1175,+,254/CDS,b1196,ycgY,uncharacterized_protein,cds1176,+,440):+:126:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1196:ycgY:uncharacterized_protein:cds1176:+:440:NC_000913.3,WT0_WT90.WT90_dRpoS90,ycgY,b1196
AS_CDS:b1196:ycgY:uncharacterized_protein:cds1176:+:440:NC_000913.3,WT0_WT90.WT90_dRpoS90,ycgY,b1196
"AS_IGR:(CDS,b1196,ycgY,uncharacterized_protein,cds1176,+,440/CDS,b1197,treA,periplasmic_trehalase,cds1177,-,1697):+:17:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1197:treA:periplasmic_trehalase:cds1177:-:1697:NC_000913.3,WT0_WT90.WT90_dRpoS90,treA,b1197
CDS:b1217:chaB:cation_transport_regulator:cds1200:+:230:NC_000913.3,WT0_WT90.WT90_dRpoS90,chaB,b1217
"IGR:(CDS,b1217,chaB,cation_transport_regulator,cds1200,+,230/CDS,b1218,chaC,cation_transport_regulator,cds1201,+,695):+:106:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1218:chaC:cation_transport_regulator:cds1201:+:695:NC_000913.3,WT0_WT90.WT90_dRpoS90,chaC,b1218
CDS:b1234:rssA:putative_patatin-like_family_phospholipase:cds1214:+:905:NC_000913.3,WT0_WT90.WT90_dRpoS90,rssA,b1234
"IGR:(CDS,b1234,rssA,putative_patatin-like_family_phospholipase,cds1214,+,905/CDS,b1235,rssB,PcnB-degradosome_interaction_factor%3B_response_regulator,cds1215,+,1013):+:40:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1235:rssB:PcnB-degradosome_interaction_factor%3B_response_regulator:cds1215:+:1013:NC_000913.3,WT0_WT90.WT90_dRpoS90,rssB,b1235
"AS_IGR:(mobile_genetic_element,-,-,-,id175,+,1194/CDS,b1243,oppA,oligopeptide_ABC_transporter_periplasmic_binding_protein,cds1222,+,1631):+:467:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1257:yciE:putative_rubrerythrin/ferritin-like_metal-binding_protein:cds1237:-:506:NC_000913.3,WT0_WT90.WT90_dRpoS90,yciE,b1257
CDS:b1258:yciF:putative_rubrerythrin/ferritin-like_metal-binding_protein:cds1238:-:500:NC_000913.3,WT0_WT90.WT90_dRpoS90,yciF,b1258
"AS_IGR:(CDS,b1258,yciF,putative_rubrerythrin/ferritin-like_metal-binding_protein,cds1238,-,500/CDS,b1259,yciG,KGG_family_protein,cds1239,-,179):+:34:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1259:yciG:KGG_family_protein:cds1239:-:179:NC_000913.3,WT0_WT90.WT90_dRpoS90,yciG,b1259
"AS_IGR:(CDS,b1259,yciG,KGG_family_protein,cds1239,-,179/CDS,b1260,trpA,tryptophan_synthase%2C_alpha_subunit,cds1240,-,806):+:329:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1276:acnA:aconitate_hydratase_1%3B_aconitase_A:cds1258:+:2675:NC_000913.3,WT0_WT90.WT90_dRpoS90,acnA,b1276
AS_CDS:b1277:ribA:GTP_cyclohydrolase_II:cds1259:-:590:NC_000913.3,WT0_WT90.WT90_dRpoS90,ribA,b1277
AS_CDS:b1282:yciH:initiation_factor_function_partial_mimic%2C_SUI1_family:cds1264:+:326:NC_000913.3,WT0_WT90.WT90_dRpoS90,yciH,b1282
"AS_IGR:(CDS,b1282,yciH,initiation_factor_function_partial_mimic%2C_SUI1_family,cds1264,+,326/CDS,b1283,osmB,osmotically_and_stress_inducible_lipoprotein,cds1265,-,218):+:64:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1283:osmB:osmotically_and_stress_inducible_lipoprotein:cds1265:-:218:NC_000913.3,WT0_WT90.WT90_dRpoS90,osmB,b1283
CDS:b1285:gmr:cyclic-di-GMP_phosphodiesterase%3B_csgD_regulator%3B_modulator_of_RNase_II_stability:cds1268:-:1985:NC_000913.3,WT0_WT90.WT90_dRpoS90,gmr,b1285
CDS:b1300:puuC:gamma-glutamyl-gamma-aminobutyraldehyde_dehydrogenase%3B_succinate_semialdehyde_dehydrogenase:cds1284:+:1487:NC_000913.3,WT0_WT90.WT90_dRpoS90,puuC,b1300
CDS:b1327:ycjY:S9_homolog_non-peptidase_family_protein:cds1313:-:920:NC_000913.3,WT0_WT90.WT90_dRpoS90,ycjY,b1327
AS_CDS:b1340:smrA:DNA_endonuclease:cds1326:+:563:NC_000913.3,WT0_WT90.WT90_dRpoS90,smrA,b1340
CDS:b1341:ydaM:diguanylate_cyclase%2C_csgD_regulator:cds1327:-:1232:NC_000913.3,WT0_WT90.WT90_dRpoS90,ydaM,b1341
"AS_IGR:(CDS,b1341,ydaM,diguanylate_cyclase%2C_csgD_regulator,cds1327,-,1232/CDS,b1342,ydaN,putative_ZnII_transporter,cds1328,+,983):+:213:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b1368:tmpR:-:cds1354:+:932:NC_000913.3,WT0_WT90.WT90_dRpoS90,tmpR,b1368
gene:b4493:gapC:-:gene1450:-:1000:NC_000913.3,WT0_WT90.WT90_dRpoS90,NA,NA
CDS:-:gapC:-:cds1403:-:749:NC_000913.3,WT0_WT90.WT90_dRpoS90,gapC,NA
"AS_IGR:(CDS,-,gapC,-,cds1403,-,749/CDS,b1418,cybB,cytochrome_b561,cds1404,+,530):+:147:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1423:ydcJ:putative_metalloenzyme:cds1410:+:1343:NC_000913.3,WT0_WT90.WT90_dRpoS90,ydcJ,b1423
"IGR:(CDS,b1423,ydcJ,putative_metalloenzyme,cds1410,+,1343/CDS,b1424,opgD,OPG_biosynthetic_periplasmic_protein,cds1411,+,1655):+:173:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
AS_CDS:b1427:rimL:ribosomal-protein-L7/L12-serine_acetyltransferase:cds1413:+:539:NC_000913.3,WT0_WT90.WT90_dRpoS90,rimL,b1427
CDS:b1428:ydcK:uncharacterized_protein:cds1414:-:980:NC_000913.3,WT0_WT90.WT90_dRpoS90,ydcK,b1428
"AS_IGR:(CDS,b1428,ydcK,uncharacterized_protein,cds1414,-,980/CDS,b1429,tehA,potassium-tellurite_ethidium_and_proflavin_transporter,cds1415,+,992):+:82:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1431:ydcL:lipoprotein:cds1417:+:668:NC_000913.3,WT0_WT90.WT90_dRpoS90,ydcL,b1431
AS_CDS:b4578:insP:-:cds1418:-:431:NC_000913.3,WT0_WT90.WT90_dRpoS90,insP,b4578
"IGR:(CDS,b1439,ydcR,putative_DNA-binding_transcriptional_regulator_and_putative_aminotransferase,cds1426,+,1406/CDS,b1440,ydcS,putative_ABC_transporter_periplasmic_binding_protein,cds1427,+,1145):+:193:NC_000913.3",WT0_WT90.WT90_dRpoS90,NA,NA
CDS:b1440:ydcS:putative_ABC_transporter_periplasmic_binding_protein:cds1427:+:1145:NC_000913.3,WT0_WT90.WT90_dRpoS90,ydcS,b1440
