Geneid,comparison,genename,bnum,group
AS_CDS:b2091:gatD:galactitol-1-phosphate_dehydrogenase%2C_Zn-dependent_and_NADP-binding:cds2075:-:1040:NC_000913.3,WT0_WT30,gatD,b2091,NA
CDS:-:gatC:-:cds2076:-:441:NC_000913.3,WT0_WT30,gatC,NA,NA
AS_CDS:-:gatC:-:cds2076:-:441:NC_000913.3,WT0_WT30,gatC,NA,NA
gene:b2092:gatC:-:gene2147:-:1357:NC_000913.3,WT0_WT30,NA,NA,NA
AS_gene:b2092:gatC:-:gene2147:-:1357:NC_000913.3,WT0_WT30,NA,NA,NA
CDS:-:gatC:-:cds2076:-:913:NC_000913.3,WT0_WT30,gatC,NA,NA
AS_CDS:-:gatC:-:cds2076:-:913:NC_000913.3,WT0_WT30,gatC,NA,NA
CDS:b2093:gatB:galactitol-specific_enzyme_IIB_component_of_PTS:cds2077:-:284:NC_000913.3,WT0_WT30,gatB,b2093,NA
AS_CDS:b2093:gatB:galactitol-specific_enzyme_IIB_component_of_PTS:cds2077:-:284:NC_000913.3,WT0_WT30,gatB,b2093,NA
CDS:b2094:gatA:galactitol-specific_enzyme_IIA_component_of_PTS:cds2078:-:452:NC_000913.3,WT0_WT30,gatA,b2094,NA
AS_CDS:b2094:gatA:galactitol-specific_enzyme_IIA_component_of_PTS:cds2078:-:452:NC_000913.3,WT0_WT30,gatA,b2094,NA
CDS:b2095:gatZ:D-tagatose_1%2C6-bisphosphate_aldolase_2%2C_subunit:cds2079:-:1262:NC_000913.3,WT0_WT30,gatZ,b2095,NA
AS_CDS:b2095:gatZ:D-tagatose_1%2C6-bisphosphate_aldolase_2%2C_subunit:cds2079:-:1262:NC_000913.3,WT0_WT30,gatZ,b2095,NA
CDS:b2096:gatY:D-tagatose_1%2C6-bisphosphate_aldolase_2%2C_catalytic_subunit:cds2080:-:854:NC_000913.3,WT0_WT30,gatY,b2096,NA
"AS_IGR:(CDS,b2096,gatY,D-tagatose_1%2C6-bisphosphate_aldolase_2%2C_catalytic_subunit,cds2080,-,854/CDS,b2097,fbaB,fructose-bisphosphate_aldolase_class_I,cds2081,-,1052):+:256:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2097:fbaB:fructose-bisphosphate_aldolase_class_I:cds2081:-:1052:NC_000913.3,WT0_WT30,fbaB,b2097,NA
CDS:b2111:yehD:putative_fimbrial-like_adhesin_protein:cds2095:-:542:NC_000913.3,WT0_WT30,yehD,b2111,NA
CDS:b2125:yehT:putative_response_regulator_in_two-component_system_withYehU:cds2108:-:719:NC_000913.3,WT0_WT30,yehT,b2125,NA
CDS:b2128:yehW:putative_ABC_transporter_permease:cds2112:-:731:NC_000913.3,WT0_WT30,yehW,b2128,NA
CDS:b2133:dld:D-lactate_dehydrogenase%2C_FAD-binding%2C_NADH_independent:cds2117:+:1715:NC_000913.3,WT0_WT30,dld,b2133,NA
AS_CDS:b2134:pbpG:D-alanyl-D-alanine_endopeptidase:cds2118:-:932:NC_000913.3,WT0_WT30,pbpG,b2134,NA
CDS:b2143:cdd:cytidine/deoxycytidine_deaminase:cds2127:+:884:NC_000913.3,WT0_WT30,cdd,b2143,NA
"IGR:(CDS,b2143,cdd,cytidine/deoxycytidine_deaminase,cds2127,+,884/CDS,b2144,sanA,DUF218_superfamily_vancomycin_high_temperature_exclusion_protein,cds2128,+,719):+:98:NC_000913.3",WT0_WT30,NA,NA,NA
"IGR:(CDS,b2166,psuK,pseudouridine_kinase,cds2150,-,941/CDS,b2167,fruA,fused_fructose-specific_PTS_enzymes,_IIBcomponent/IIC_components,cds2151,-,1691):+:371:NC_000913.3",WT0_WT30,NA,NA,NA
"AS_IGR:(CDS,b2166,psuK,pseudouridine_kinase,cds2150,-,941/CDS,b2167,fruA,fused_fructose-specific_PTS_enzymes,_IIBcomponent/IIC_components,cds2151,-,1691):+:371:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2167:fruA:fused_fructose-specific_PTS_enzymes:_IIBcomponent/IIC_components:cds2151:-:1691:NC_000913.3,WT0_WT30,fruA,b2167,NA
AS_CDS:b2167:fruA:fused_fructose-specific_PTS_enzymes:_IIBcomponent/IIC_components:cds2151:-:1691:NC_000913.3,WT0_WT30,fruA,b2167,NA
CDS:b2168:fruK:fructose-1-phosphate_kinase:cds2152:-:938:NC_000913.3,WT0_WT30,fruK,b2168,NA
AS_CDS:b2168:fruK:fructose-1-phosphate_kinase:cds2152:-:938:NC_000913.3,WT0_WT30,fruK,b2168,NA
CDS:b2169:fruB:fused_fructose-specific_PTS_enzymes:_IIA_component/HPr_component:cds2153:-:1130:NC_000913.3,WT0_WT30,fruB,b2169,NA
AS_CDS:b2169:fruB:fused_fructose-specific_PTS_enzymes:_IIA_component/HPr_component:cds2153:-:1130:NC_000913.3,WT0_WT30,fruB,b2169,NA
"AS_IGR:(CDS,b2169,fruB,fused_fructose-specific_PTS_enzymes,_IIA_component/HPr_component,cds2153,-,1130/CDS,b2170,setB,lactose/glucose_efflux_system,cds2154,+,1181):+:326:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2173:yeiR:Zn-stimulated_GTPase_involved_in_zinc_homeostasis%3B_mutants_are_cadmium_and_EDTA_sensitive%3B_Zn2+_binding_protein:cds2158:+:986:NC_000913.3,WT0_WT30,yeiR,b2173,NA
AS_CDS:b2180:yejF:microcin_C_ABC_transporter_ATPase:cds2165:+:1589:NC_000913.3,WT0_WT30,yejF,b2180,NA
CDS:b2181:yejG:uncharacterized_protein:cds2166:-:344:NC_000913.3,WT0_WT30,yejG,b2181,NA
CDS:b2206:napA:nitrate_reductase%2C_periplasmic%2C_large_subunit:cds2189:-:2486:NC_000913.3,WT0_WT30,napA,b2206,NA
CDS:b2207:napD:assembly_protein_for_periplasmic_nitrate_reductase:cds2190:-:263:NC_000913.3,WT0_WT30,napD,b2207,NA
CDS:b2208:napF:ferredoxin-type_protein%2C_role_in_electron_transfer_to_periplasmic_nitrate_reductase_NapA:cds2191:-:494:NC_000913.3,WT0_WT30,napF,b2208,NA
CDS:b2209:eco:ecotin%2C_a_serine_protease_inhibitor:cds2192:+:488:NC_000913.3,WT0_WT30,eco,b2209,NA
"AS_IGR:(CDS,b2237,inaA,acid-inducible_Kdo/WaaP_family_putative_kinase,cds2219,-,650/CDS,b2238,yfaH,-,cds2220,+,242):+:137:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2238:yfaH:-:cds2220:+:242:NC_000913.3,WT0_WT30,yfaH,b2238,NA
AS_CDS:b2238:yfaH:-:cds2220:+:242:NC_000913.3,WT0_WT30,yfaH,b2238,NA
CDS:b2239:glpQ:periplasmic_glycerophosphodiester_phosphodiesterase:cds2221:-:1076:NC_000913.3,WT0_WT30,glpQ,b2239,NA
AS_CDS:b2239:glpQ:periplasmic_glycerophosphodiester_phosphodiesterase:cds2221:-:1076:NC_000913.3,WT0_WT30,glpQ,b2239,NA
CDS:b2240:glpT:sn-glycerol-3-phosphate_transporter:cds2222:-:1358:NC_000913.3,WT0_WT30,glpT,b2240,NA
AS_CDS:b2240:glpT:sn-glycerol-3-phosphate_transporter:cds2222:-:1358:NC_000913.3,WT0_WT30,glpT,b2240,NA
"AS_IGR:(CDS,b2240,glpT,sn-glycerol-3-phosphate_transporter,cds2222,-,1358/CDS,b2241,glpA,anaerobic_sn-glycerol-3-phosphate_dehydrogenase%2C_large_FAD/NADP-binding_subunit,cds2223,+,1628):+:231:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2241:glpA:anaerobic_sn-glycerol-3-phosphate_dehydrogenase%2C_large_FAD/NADP-binding_subunit:cds2223:+:1628:NC_000913.3,WT0_WT30,glpA,b2241,NA
CDS:b2242:glpB:anaerobic_sn-glycerol-3-phosphate_dehydrogenase_membrane_anchor_subunit:cds2224:+:1259:NC_000913.3,WT0_WT30,glpB,b2242,NA
CDS:b2243:glpC:anaerobic_sn-glycerol-3-phosphate_dehydrogenase%2C_C_subunit%2C_4Fe-4S_iron-sulfur_cluster:cds2225:+:1190:NC_000913.3,WT0_WT30,glpC,b2243,NA
"IGR:(CDS,b2243,glpC,anaerobic_sn-glycerol-3-phosphate_dehydrogenase%2C_C_subunit%2C_4Fe-4S_iron-sulfur_cluster,cds2225,+,1190/CDS,b2244,yfaD,transposase_31_family_protein,cds2226,+,899):+:141:NC_000913.3",WT0_WT30,NA,NA,NA
"AS_IGR:(CDS,b2265,menF,isochorismate_synthase_2,cds2249,-,1295/CDS,b2266,elaB,putative_membrane-anchored_DUF883_family_ribosome-binding_protein,cds2250,-,305):+:27:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2266:elaB:putative_membrane-anchored_DUF883_family_ribosome-binding_protein:cds2250:-:305:NC_000913.3,WT0_WT30,elaB,b2266,NA
CDS:b2275:yfbP:TPR-like_repeats-containing_protein:cds2259:+:848:NC_000913.3,WT0_WT30,yfbP,b2275,NA
AS_CDS:b2275:yfbP:TPR-like_repeats-containing_protein:cds2259:+:848:NC_000913.3,WT0_WT30,yfbP,b2275,NA
"AS_IGR:(CDS,b2275,yfbP,TPR-like_repeats-containing_protein,cds2259,+,848/CDS,b2276,nuoN,NADH,ubiquinone_oxidoreductase%2C_membrane_subunit_N,cds2260,-,1457):+:22:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2276:nuoN:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_N:cds2260:-:1457:NC_000913.3,WT0_WT30,nuoN,b2276,NA
CDS:b2277:nuoM:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_M:cds2261:-:1529:NC_000913.3,WT0_WT30,nuoM,b2277,NA
"AS_IGR:(CDS,b2277,nuoM,NADH,ubiquinone_oxidoreductase%2C_membrane_subunit_M,cds2261,-,1529/CDS,b2278,nuoL,NADH,ubiquinone_oxidoreductase%2C_membrane_subunit_L,cds2262,-,1841):+:112:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2278:nuoL:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_L:cds2262:-:1841:NC_000913.3,WT0_WT30,nuoL,b2278,NA
CDS:b2279:nuoK:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_K:cds2263:-:302:NC_000913.3,WT0_WT30,nuoK,b2279,NA
CDS:b2280:nuoJ:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_J:cds2264:-:554:NC_000913.3,WT0_WT30,nuoJ,b2280,NA
CDS:b2281:nuoI:NADH:ubiquinone_oxidoreductase%2C_chain_I:cds2265:-:542:NC_000913.3,WT0_WT30,nuoI,b2281,NA
CDS:b2282:nuoH:NADH:ubiquinone_oxidoreductase%2C_membrane_subunit_H:cds2266:-:977:NC_000913.3,WT0_WT30,nuoH,b2282,NA
CDS:b2283:nuoG:NADH:ubiquinone_oxidoreductase%2C_chain_G:cds2267:-:2726:NC_000913.3,WT0_WT30,nuoG,b2283,NA
CDS:b2284:nuoF:NADH:ubiquinone_oxidoreductase%2C_chain_F:cds2268:-:1337:NC_000913.3,WT0_WT30,nuoF,b2284,NA
CDS:b2285:nuoE:NADH:ubiquinone_oxidoreductase%2C_chain_E:cds2269:-:500:NC_000913.3,WT0_WT30,nuoE,b2285,NA
CDS:b2286:nuoC:NADH:ubiquinone_oxidoreductase%2C_fused_CD_subunit:cds2270:-:1790:NC_000913.3,WT0_WT30,nuoC,b2286,NA
CDS:b2296:ackA:acetate_kinase_A_and_propionate_kinase_2:cds2280:+:1202:NC_000913.3,WT0_WT30,ackA,b2296,NA
"IGR:(CDS,b2296,ackA,acetate_kinase_A_and_propionate_kinase_2,cds2280,+,1202/CDS,b2297,pta,phosphate_acetyltransferase,cds2281,+,2144):+:23:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2297:pta:phosphate_acetyltransferase:cds2281:+:2144:NC_000913.3,WT0_WT30,pta,b2297,NA
"IGR:(CDS,b2297,pta,phosphate_acetyltransferase,cds2281,+,2144/CDS,b2298,yfcC,putative_inner_membrane_transporter%3B_C4-dicarboxylate_anaerobic_carrier_family_protein,cds2282,+,1520):+:138:NC_000913.3",WT0_WT30,NA,NA,NA
"IGR:(CDS,b2414,cysK,cysteine_synthase_A%2C_O-acetylserine_sulfhydrolase_A_subunit,cds2393,+,971/CDS,b2415,ptsH,phosphohistidinoprotein-hexose_phosphotransferase_component_of_PTS_system_Hpr,cds2394,+,257):+:332:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2415:ptsH:phosphohistidinoprotein-hexose_phosphotransferase_component_of_PTS_system_Hpr:cds2394:+:257:NC_000913.3,WT0_WT30,ptsH,b2415,NA
CDS:b2416:ptsI:PEP-protein_phosphotransferase_of_PTS_system_enzyme_I:cds2395:+:1727:NC_000913.3,WT0_WT30,ptsI,b2416,NA
CDS:b2417:crr:glucose-specific_enzyme_IIA_component_of_PTS:cds2396:+:509:NC_000913.3,WT0_WT30,crr,b2417,NA
AS_CDS:b2418:pdxK:pyridoxal-pyridoxamine_kinase/hydroxymethylpyrimidine_kinase:cds2397:-:851:NC_000913.3,WT0_WT30,pdxK,b2418,NA
"AS_IGR:(CDS,b2462,eutS,putative_ethanol_utilization_carboxysome_structural_protein,cds2441,-,335/CDS,b2463,maeB,malic_enzyme,_putative_oxidoreductase/phosphotransacetylase,cds2442,-,2279):+:241:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2463:maeB:malic_enzyme:_putative_oxidoreductase/phosphotransacetylase:cds2442:-:2279:NC_000913.3,WT0_WT30,maeB,b2463,NA
CDS:b2465:tktB:transketolase_2%2C_thiamine_triphosphate-binding:cds2444:+:2003:NC_000913.3,WT0_WT30,tktB,b2465,NA
CDS:b2495:yfgD:putative_oxidoreductase:cds2476:+:359:NC_000913.3,WT0_WT30,yfgD,b2495,NA
CDS:b2520:yfhM:bacterial_alpha2-macroglobulin_colonization_factor_ECAM%3B_anti-host_protease_defense_factor%3B_periplasmic_inner_membrane-anchored_lipoprotein:cds2501:-:4961:NC_000913.3,WT0_WT30,yfhM,b2520,NA
CDS:b2584:pka:protein_lysine_acetyltransferase:cds2567:+:2660:NC_000913.3,WT0_WT30,pka,b2584,NA
"IGR:(CDS,b2584,pka,protein_lysine_acetyltransferase,cds2567,+,2660/CDS,b2585,pssA,phosphatidylserine_synthase%3B_CDP-diacylglycerol-serine_O-phosphatidyltransferase,cds2568,+,1355):+:62:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2628:yfjL:CP4-57_putative_defective_prophage%2C_DUF4297/DUF1837_polymorphic_toxin_family_protein:cds2604:-:1616:NC_000913.3,WT0_WT30,yfjL,b2628,NA
CDS:b2642:yfjW:CP4-57_prophage%3B_putative_inner_membrane_protein:cds2616:+:1703:NC_000913.3,WT0_WT30,yfjW,b2642,NA
CDS:b2670:alaE:alanine_exporter%2C_alanine-inducible%2C_stress-responsive:cds2638:+:449:NC_000913.3,WT0_WT30,alaE,b2670,NA
AS_CDS:b2671:ygaC:uncharacterized_protein:cds2639:-:344:NC_000913.3,WT0_WT30,ygaC,b2671,NA
CDS:b2672:ygaM:putative_membrane-anchored_DUF883_family_ribosome-binding_protein:cds2640:+:329:NC_000913.3,WT0_WT30,ygaM,b2672,NA
"IGR:(CDS,b2672,ygaM,putative_membrane-anchored_DUF883_family_ribosome-binding_protein,cds2640,+,329/CDS,b2673,nrdH,hydrogen_donor_for_NrdEF_electron_transport_system%3B_glutaredoxin-like_protein,cds2641,+,245):+:196:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:-:ygaY:-:cds2648:+:260:NC_000913.3,WT0_WT30,ygaY,NA,NA
gene:b2681:ygaY:-:gene2740:+:1177:NC_000913.3,WT0_WT30,NA,NA,NA
CDS:-:ygaY:-:cds2648:+:923:NC_000913.3,WT0_WT30,ygaY,NA,NA
"IGR:(CDS,b2701,mltB,membrane-bound_lytic_murein_transglycosylase_B,cds2663,-,1085/CDS,b2702,srlA,glucitol/sorbitol-specific_enzyme_IIC_component_of_PTS,cds2664,+,563):+:214:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2702:srlA:glucitol/sorbitol-specific_enzyme_IIC_component_of_PTS:cds2664:+:563:NC_000913.3,WT0_WT30,srlA,b2702,NA
CDS:b2703:srlE:glucitol/sorbitol-specific_enzyme_IIB_component_of_PTS:cds2665:+:959:NC_000913.3,WT0_WT30,srlE,b2703,NA
CDS:b2704:srlB:glucitol/sorbitol-specific_enzyme_IIA_component_of_PTS:cds2666:+:371:NC_000913.3,WT0_WT30,srlB,b2704,NA
CDS:b2705:srlD:sorbitol-6-phosphate_dehydrogenase:cds2667:+:779:NC_000913.3,WT0_WT30,srlD,b2705,NA
"IGR:(CDS,b2705,srlD,sorbitol-6-phosphate_dehydrogenase,cds2667,+,779/CDS,b2706,srlM,sorbitol%3Dresponsive_srl_operon_transcriptional_activator,cds2668,+,359):+:53:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2706:srlM:sorbitol%3Dresponsive_srl_operon_transcriptional_activator:cds2668:+:359:NC_000913.3,WT0_WT30,srlM,b2706,NA
CDS:b2707:srlR:sorbitol-inducible_srl_operon_transcriptional_repressor:cds2669:+:773:NC_000913.3,WT0_WT30,srlR,b2707,NA
CDS:b2708:srlQ:D-arabinose_5-phosphate_isomerase:cds2670:+:965:NC_000913.3,WT0_WT30,srlQ,b2708,NA
AS_CDS:b2709:norR:anaerobic_nitric_oxide_reductase_DNA-binding_transcriptional_activator:cds2671:-:1514:NC_000913.3,WT0_WT30,norR,b2709,NA
"ncRNA:b4408,ID:csrB:CsrA-binding_sRNA%2C_antagonizing_CsrA_regulation:id346:-:368:NC_000913.3",WT0_WT30,NA,NA,NA
"AS_IGR:(ncRNA,b4408,ID,csrB,CsrA-binding_sRNA%2C_antagonizing_CsrA_regulation,id346,-,368/CDS,b2793,syd,SecY-interacting_protein,cds2755,-,545):+:179:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2802:fucI:L-fucose_isomerase:cds2764:+:1775:NC_000913.3,WT0_WT30,fucI,b2802,NA
CDS:b2803:fucK:L-fuculokinase:cds2765:+:1418:NC_000913.3,WT0_WT30,fucK,b2803,NA
AS_CDS:b2805:fucR:l-fucose_operon_activator:cds2767:+:731:NC_000913.3,WT0_WT30,fucR,b2805,NA
AS_CDS:b2839:lysR:transcriptional_activator_of_lysA%3B_autorepressor:cds2798:+:935:NC_000913.3,WT0_WT30,lysR,b2839,NA
CDS:b2863:ygeQ:-:cds2820:-:1136:NC_000913.3,WT0_WT30,ygeQ,b2863,NA
CDS:b2872:ygeY:putative_peptidase:cds2828:+:1211:NC_000913.3,WT0_WT30,ygeY,b2872,NA
AS_CDS:b2879:ssnA:putative_chlorohydrolase/aminohydrolase:cds2835:+:1328:NC_000913.3,WT0_WT30,ssnA,b2879,NA
AS_CDS:b2880:ygfM:putative_oxidoreductase:cds2836:+:779:NC_000913.3,WT0_WT30,ygfM,b2880,NA
CDS:b2902:ygfF:putative_NADP-dependent_oxidoreductase:cds2858:-:743:NC_000913.3,WT0_WT30,ygfF,b2902,NA
"AS_IGR:(CDS,b2902,ygfF,putative_NADP-dependent_oxidoreductase,cds2858,-,743/CDS,b2903,gcvP,glycine_decarboxylase%2C_PLP-dependent%2C_subunit_P_of_glycine_cleavage_complex,cds2859,-,2873):+:215:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2903:gcvP:glycine_decarboxylase%2C_PLP-dependent%2C_subunit_P_of_glycine_cleavage_complex:cds2859:-:2873:NC_000913.3,WT0_WT30,gcvP,b2903,NA
"AS_IGR:(CDS,b2903,gcvP,glycine_decarboxylase%2C_PLP-dependent%2C_subunit_P_of_glycine_cleavage_complex,cds2859,-,2873/CDS,b2904,gcvH,glycine_cleavage_complex_lipoylprotein,cds2860,-,389):+:67:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2904:gcvH:glycine_cleavage_complex_lipoylprotein:cds2860:-:389:NC_000913.3,WT0_WT30,gcvH,b2904,NA
AS_CDS:b2904:gcvH:glycine_cleavage_complex_lipoylprotein:cds2860:-:389:NC_000913.3,WT0_WT30,gcvH,b2904,NA
CDS:b2905:gcvT:aminomethyltransferase%2C_tetrahydrofolate-dependent%2C_subunit_T_protein_of_glycine_cleavage_complex:cds2861:-:1094:NC_000913.3,WT0_WT30,gcvT,b2905,NA
"AS_IGR:(CDS,b2905,gcvT,aminomethyltransferase%2C_tetrahydrofolate-dependent%2C_subunit_T_protein_of_glycine_cleavage_complex,cds2861,-,1094/CDS,b2906,ubiI,2-octaprenylphenol_hydroxylase%2C_FAD-dependent,cds2862,-,1202):+:396:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2927:epd:D-erythrose_4-phosphate_dehydrogenase:cds2883:-:1019:NC_000913.3,WT0_WT30,epd,b2927,NA
"IGR:(CDS,b2963,mltC,membrane-bound_lytic_murein_transglycosylase_C,cds2917,+,1079/CDS,b2964,nupG,nucleoside_transporter,cds2918,+,1256):+:150:NC_000913.3",WT0_WT30,NA,NA,NA
"AS_IGR:(CDS,b2963,mltC,membrane-bound_lytic_murein_transglycosylase_C,cds2917,+,1079/CDS,b2964,nupG,nucleoside_transporter,cds2918,+,1256):+:150:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b2989:yghU:putative_S-transferase:cds2942:+:866:NC_000913.3,WT0_WT30,yghU,b2989,NA
CDS:b3001:gpr:L-glyceraldehyde_3-phosphate_reductase:cds2953:+:1040:NC_000913.3,WT0_WT30,gpr,b3001,NA
CDS:b3021:mqsA:antitoxin_for_MqsR_toxin%3B_transcriptional_repressor:cds2970:-:395:NC_000913.3,WT0_WT30,mqsA,b3021,NA
CDS:b3024:ygiW:hydrogen_peroxide_and_cadmium_resistance_periplasmic_protein%3B_stress-induced_OB-fold_protein:cds2973:-:392:NC_000913.3,WT0_WT30,ygiW,b3024,NA
"AS_IGR:(CDS,b3024,ygiW,hydrogen_peroxide_and_cadmium_resistance_periplasmic_protein%3B_stress-induced_OB-fold_protein,cds2973,-,392/CDS,b3025,qseB,quorum_sensing_DNA-binding_response_regulator_in_two-component_regulatory_system_with_QseC,cds2974,+,659):+:110:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b3068:mug:G/U_mismatch-specific_DNA_glycosylase%3B_xanthine_DNA_glycosylase:cds3018:-:506:NC_000913.3,WT0_WT30,mug,b3068,NA
CDS:b4471:tdcG:L-serine_dehydratase_3%2C_anaerobic:cds3059:-:1364:NC_000913.3,WT0_WT30,tdcG,b4471,NA
CDS:b3113:tdcF:putative_reactive_intermediate_deaminase:cds3060:-:389:NC_000913.3,WT0_WT30,tdcF,b3113,NA
CDS:b3114:tdcE:pyruvate_formate-lyase_4/2-ketobutyrate_formate-lyase:cds3061:-:2294:NC_000913.3,WT0_WT30,tdcE,b3114,NA
CDS:b3115:tdcD:propionate_kinase/acetate_kinase_C%2C_anaerobic:cds3062:-:1208:NC_000913.3,WT0_WT30,tdcD,b3115,NA
CDS:b3116:tdcC:L-threonine/L-serine_transporter:cds3063:-:1331:NC_000913.3,WT0_WT30,tdcC,b3116,NA
CDS:b3117:tdcB:L-threonine_dehydratase%2C_catabolic:cds3064:-:989:NC_000913.3,WT0_WT30,tdcB,b3117,NA
"AS_IGR:(CDS,b3117,tdcB,L-threonine_dehydratase%2C_catabolic,cds3064,-,989/CDS,b3118,tdcA,tdc_operon_transcriptional_activator,cds3065,-,938):+:47:NC_000913.3",WT0_WT30,NA,NA,NA
"ncRNA:b3123,ID:rnpB:RNase_P%2C_M1_RNA_component:id398:-:376:NC_000913.3",WT0_WT30,NA,NA,NA
"AS_IGR:(ncRNA,b3123,ID,rnpB,RNase_P%2C_M1_RNA_component,id398,-,376/CDS,b3124,garK,glycerate_kinase_I,cds3069,-,1145):+:1:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b3124:garK:glycerate_kinase_I:cds3069:-:1145:NC_000913.3,WT0_WT30,garK,b3124,NA
CDS:b3125:garR:tartronate_semialdehyde_reductase:cds3070:-:884:NC_000913.3,WT0_WT30,garR,b3125,NA
CDS:b3126:garL:alpha-dehydro-beta-deoxy-D-glucarate_aldolase:cds3071:-:770:NC_000913.3,WT0_WT30,garL,b3126,NA
CDS:b3127:garP:putative_D-galactarate_transporter:cds3072:-:1334:NC_000913.3,WT0_WT30,garP,b3127,NA
"AS_IGR:(CDS,b3127,garP,putative_D-galactarate_transporter,cds3072,-,1334/CDS,b3128,garD,D-galactarate_dehydrogenase,cds3073,+,1571):+:333:NC_000913.3",WT0_WT30,NA,NA,NA
AS_CDS:b3162:deaD:ATP-dependent_RNA_helicase:cds3107:-:1889:NC_000913.3,WT0_WT30,deaD,b3162,NA
CDS:b3173:yhbX:putative_EptAB_family_phosphoethanolamine_transferase%2C_inner_membrane_protein:cds3118:-:1625:NC_000913.3,WT0_WT30,yhbX,b3173,NA
AS_CDS:b3182:dacB:D-alanyl-D-alanine_carboxypeptidase:cds3126:+:1433:NC_000913.3,WT0_WT30,dacB,b3182,NA
CDS:b3208:mtgA:biosynthetic_peptidoglycan_transglycosylase:cds3152:-:728:NC_000913.3,WT0_WT30,mtgA,b3208,NA
CDS:b3209:elbB:isoprenoid_biosynthesis_protein_with_amidotransferase-like_domain:cds3153:-:653:NC_000913.3,WT0_WT30,elbB,b3209,NA
mobile_genetic_element:-:-:-:id411:-:1194:NC_000913.3,WT0_WT30,NA,NA,NA
CDS:b3218:insH1:IS5_transposase_and_trans-activator:cds3162:-:1016:NC_000913.3,WT0_WT30,insH1,b3218,NA
CDS:b3221:yhcH:DUF386_family_protein%2C_cupin_superfamily:cds3165:-:464:NC_000913.3,WT0_WT30,yhcH,b3221,NA
CDS:b3222:nanK:N-acetylmannosamine_kinase:cds3166:-:875:NC_000913.3,WT0_WT30,nanK,b3222,NA
CDS:b3223:nanE:putative_N-acetylmannosamine-6-P_epimerase:cds3167:-:689:NC_000913.3,WT0_WT30,nanE,b3223,NA
CDS:b3224:nanT:sialic_acid_transporter:cds3168:-:1490:NC_000913.3,WT0_WT30,nanT,b3224,NA
"AS_IGR:(CDS,b3224,nanT,sialic_acid_transporter,cds3168,-,1490/CDS,b3225,nanA,N-acetylneuraminate_lyase,cds3169,-,893):+:57:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b3225:nanA:N-acetylneuraminate_lyase:cds3169:-:893:NC_000913.3,WT0_WT30,nanA,b3225,NA
"AS_IGR:(CDS,b3225,nanA,N-acetylneuraminate_lyase,cds3169,-,893/CDS,b3226,nanR,sialic_acid-inducible_nan_operon_repressor,cds3170,-,791):+:70:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b3236:mdh:malate_dehydrogenase%2C_NADP-binding:cds3180:-:938:NC_000913.3,WT0_WT30,mdh,b3236,NA
"AS_IGR:(CDS,b3236,mdh,malate_dehydrogenase%2C_NADP-binding,cds3180,-,938/CDS,b3237,argR,l-arginine-responsive_arginine_metabolism_regulon_transcriptional_regulator,cds3181,+,470):+:393:NC_000913.3",WT0_WT30,NA,NA,NA
CDS:b3238:yhcN:cadmium_and_peroxide_resistance_protein%2C_stress-induced:cds3182:+:263:NC_000913.3,WT0_WT30,yhcN,b3238,NA
AS_CDS:b3239:yhcO:putative_barnase_inhibitor:cds3183:-:272:NC_000913.3,WT0_WT30,yhcO,b3239,NA
CDS:b3260:dusB:tRNA-dihydrouridine_synthase_B:cds3204:+:965:NC_000913.3,WT0_WT30,dusB,b3260,NA
CDS:b3261:fis:global_DNA-binding_transcriptional_dual_regulator:cds3205:+:296:NC_000913.3,WT0_WT30,fis,b3261,NA
